scenario,n,rep,Khat,Z,scaled_exp,c_oracle,c_feasible,cover_oracle95,median_above_oracle,cover_feasible95,median_above_feasible
endpoint_baseline,10000,196,0.9981049913192569,18.950086807431042,1.0666233363590176,0.05629032533984755,0.055647754661777446,True,False,True,False
endpoint_baseline,10000,197,0.9928120597715118,71.87940228488232,4.045799296841673,0.05634155463559619,,False,False,,
endpoint_baseline,10000,198,0.9995382650188332,4.617349811667504,0.25989184700337137,0.057118948687123264,0.06324773945493226,True,True,True,True
endpoint_baseline,10000,199,0.9975372033551083,24.62796644891685,1.386208095425751,0.05608300530823873,,True,False,,
endpoint_baseline,10000,200,0.9997651020672191,2.3489793278086424,0.1322144955390455,0.05629354824574727,0.05714589560260408,True,True,True,True
endpoint_baseline,10000,201,0.9957755538103608,42.244461896392416,2.3777689964434447,0.056451673416964686,,True,False,,
endpoint_baseline,10000,202,0.9974113405934873,25.886594065126502,1.4570511264301629,0.056017696049801495,0.05456345372236639,True,False,True,False
endpoint_baseline,10000,203,0.9997923107920352,2.076892079647674,0.11689981063214619,0.05721156761235953,,True,True,,
endpoint_baseline,10000,204,0.9901829710788125,98.1702892118752,5.525606424633316,0.05655027253425042,0.06023749219305124,False,False,False,False
endpoint_baseline,10000,205,0.9989649171919895,10.350828080104568,0.5826060267201715,0.05560088598609966,,True,True,,
endpoint_baseline,10000,206,0.9998370250947652,1.6297490523475844,0.09173194768486567,0.05613777322435016,0.055379260825546325,True,True,True,True
endpoint_baseline,10000,207,0.9996669475791699,3.3305242083014885,0.18746166595342317,0.05634523710673881,,True,True,,
endpoint_baseline,10000,208,0.9978815507949208,21.18449205079198,1.192388922536552,0.056081137140760275,0.055121747004863234,True,False,True,False
endpoint_baseline,10000,209,0.9964527801334236,35.472198665763564,1.9965858348485197,0.056284285425535784,,True,False,,
endpoint_baseline,10000,210,0.9932955736973783,67.04426302621691,3.7736489673869387,0.056229300085095794,0.05695702987929941,False,False,False,False
endpoint_baseline,10000,211,0.9985739558130939,14.260441869060614,0.802662290621626,0.05636595236949458,,True,False,,
endpoint_baseline,10000,212,0.9972536853642924,27.46314635707625,1.5457888447673942,0.05584272954792454,0.053225462633362496,True,False,True,False
endpoint_baseline,10000,213,0.9998141683950867,1.8583160491325579,0.10459705459280597,0.05653743416184945,,True,True,,
endpoint_baseline,10000,214,0.9977523681273315,22.476318726685207,1.2651005936249655,0.05599446563269919,0.054536575760684644,True,False,True,False
endpoint_baseline,10000,215,0.9950352506435568,49.64749356443199,2.79445554870976,0.0567470198124774,,True,False,,
endpoint_baseline,10000,216,0.998813361761807,11.86638238192983,0.6679104162078345,0.055945855044303,0.05282379405745459,True,True,True,True
endpoint_baseline,10000,217,0.9962062004966262,37.937995033737735,2.1353754866066956,0.0560929255383856,,True,False,,
endpoint_baseline,10000,218,0.9952218000117068,47.781999882932084,2.6894544943748624,0.05685319783315904,0.06191802179642828,True,False,True,False
endpoint_baseline,10000,219,0.9991081208294205,8.918791705795348,0.502002521792996,0.05595017808282275,,True,True,,
endpoint_baseline,10000,220,0.995790048912388,42.099510876120185,2.369610292875354,0.056272835388370954,0.05769148386784696,True,False,True,False
endpoint_baseline,10000,221,0.9999966048848569,0.03395115143134397,0.0019109722705190895,0.05616261665838183,,True,True,,
endpoint_baseline,10000,222,0.999852399257025,1.4760074297504033,0.08307845685401895,0.0566277014783428,0.05802760174097415,True,True,True,True
endpoint_baseline,10000,223,0.9973339645033827,26.660354966172584,1.5006029814799402,0.05675227378170455,,True,False,,
